Created At,Tweet,Cleaned,Slang Converted,Remove Stop Words,Stemmed,Tokenized,Sentiment,Sentiment Probabilities,Date
2025-05-11 07:10:46+00:00,"Hai #Sobat Ternak Tahukah kamu Kementan terus mendorong modernisasi peternakan ayam petelur demi memastikan pasokan telur yang cukup, higienis, dan berkualitas untuk mendukung program Makan Siang Bergizi Gratis (MBG) bagi jutaan siswa Indonesia.  https://t.co/cNdkIOZ1SI https://t.co/gvG7DddYvc",hai ternak tahukah kamu kementan terus mendorong modernisasi peternakan ayam petelur demi memastikan pasokan telur yang cukup higienis dan berkualitas untuk mendukung program makan siang bergizi gratis mbg bagi jutaan siswa indonesia,hai ternak tahukah kamu kementan terus mendorong modernisasi peternakan ayam petelur demi memastikan pasokan telur yang cukup higienis dan berkualitas untuk mendukung program makan siang bergizi gratis makan bergizi gratis bagi jutaan siswa indonesia,hai ternak tahukah kementan mendorong modernisasi peternakan ayam petelur pasokan telur higienis berkualitas mendukung program makan siang bergizi gratis makan bergizi gratis jutaan siswa indonesia,hai ternak tahu tan dorong modernisasi terna ayam telur pasok telur higienis kualitas dukung program makan siang gizi gratis makan gizi gratis juta siswa indonesia,"['hai', 'ternak', 'tahu', 'tan', 'dorong', 'modernisasi', 'terna', 'ayam', 'telur', 'pasok', 'telur', 'higienis', 'kualitas', 'dukung', 'program', 'makan', 'siang', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'juta', 'siswa', 'indonesia']",netral,"[0.0025506748352199793, 0.9972467422485352, 0.00020257540745660663]",2025-05-11
2025-05-10 16:23:33+00:00,@kaolicia kamu gak tau ya kalau mbg kepanjangannya tuh makan siang bergizi genset,kamu gak tau ya kalau mbg kepanjangannya tuh makan siang bergizi genset,kamu enggak tau ya kalau makan bergizi gratis kepanjangannya tuh makan siang bergizi genset,tau ya makan bergizi gratis kepanjangannya tuh makan siang bergizi genset,tau ya makan gizi gratis panjang tuh makan siang gizi genset,"['tau', 'ya', 'makan', 'gizi', 'gratis', 'panjang', 'tuh', 'makan', 'siang', 'gizi', 'genset']",netral,"[0.0025962882209569216, 0.981014609336853, 0.0163890291005373]",2025-05-10
2025-05-10 11:53:13+00:00,"@tempodotco makan bergizi 1 porsi rp. 12.000 ( versi makan siang gratis bergizi) per porsi per makan,  1 orang x rp 12.000 x 3 kali sehari x 30 hari = rp. 1.080.000/bln UMK apakah cukup buat makan bergizi 1 keluarga dg 4 org anggota keluarga?  itu nggak miskin apa namanya?",makan bergizi porsi rp versi makan siang gratis bergizi per porsi per makan orang x rp x kali sehari x hari rp bln umk apakah cukup buat makan bergizi keluarga dg org anggota keluarga itu nggak miskin apa namanya,makan bergizi porsi rp versi makan siang gratis bergizi per porsi per makan orang kali rp kali kali sehari kali hari rp bulan umk apakah cukup buat makan bergizi keluarga dengan orang anggota keluarga itu enggak miskin apa namanya,makan bergizi porsi rp versi makan siang gratis bergizi porsi makan orang kali rp kali kali sehari kali rp umk makan bergizi keluarga orang anggota keluarga miskin namanya,makan gizi porsi rp versi makan siang gratis gizi porsi makan orang kali rp kali kali hari kali rp umk makan gizi keluarga orang anggota keluarga miskin nama,"['makan', 'gizi', 'porsi', 'rp', 'versi', 'makan', 'siang', 'gratis', 'gizi', 'porsi', 'makan', 'orang', 'kali', 'rp', 'kali', 'kali', 'hari', 'kali', 'rp', 'umk', 'makan', 'gizi', 'keluarga', 'orang', 'anggota', 'keluarga', 'miskin', 'nama']",netral,"[0.0008893041522242129, 0.93244469165802, 0.06666605174541473]",2025-05-10
2025-05-10 06:05:28+00:00,ngasi program makan siang bergizi gratis tapi beneran ga sesuai sama namanya ‘bergizi’ it’s totally wrong,ngasi program makan siang bergizi gratis tapi beneran ga sesuai sama namanya bergizi its totally wrong,mengasih program makan siang bergizi gratis tapi benaran enggak sesuai sama namanya bergizi its totally wrong,mengasih program makan siang bergizi gratis benaran sesuai namanya bergizi its totally wrong,asih program makan siang gizi gratis benar sesuai nama gizi its totally wrong,"['asih', 'program', 'makan', 'siang', 'gizi', 'gratis', 'benar', 'sesuai', 'nama', 'gizi', 'its', 'totally', 'wrong']",netral,"[0.0003822494181804359, 0.9991858601570129, 0.0004319091094657779]",2025-05-10
2025-05-10 06:01:06+00:00,"Dih suruh kelapangan sini itu para buzzer, demi duit 400 perak dia harus liat sebanyak apa waste food yg dihasilkan, Dan anak itu udah bosen sama MBG. Selama ini pun mereka tetep jajan sembarangan meski di kasih makan siang (katanya) bergizi",dih suruh kelapangan sini itu para buzzer demi duit perak dia harus liat sebanyak apa waste food yg dihasilkan dan anak itu udah bosen sama mbg selama ini pun mereka tetep jajan sembarangan meski di kasih makan siang katanya bergizi,dih suruh kelapangan sini itu para buzzer demi duit perak dia harus lihat sebanyak apa waste food yang dihasilkan dan anak itu sudah bosan sama makan bergizi gratis selama ini pun mereka tetap jajan sembarangan meski di kasih makan siang katanya bergizi,dih suruh kelapangan buzzer duit perak lihat waste food dihasilkan anak bosan makan bergizi gratis jajan sembarangan kasih makan siang bergizi,dih suruh lapang buzzer duit perak lihat waste food hasil anak bosan makan gizi gratis jajan sembarang kasih makan siang gizi,"['dih', 'suruh', 'lapang', 'buzzer', 'duit', 'perak', 'lihat', 'waste', 'food', 'hasil', 'anak', 'bosan', 'makan', 'gizi', 'gratis', 'jajan', 'sembarang', 'kasih', 'makan', 'siang', 'gizi']",negatif,"[5.2329993195598945e-05, 0.002574626822024584, 0.9973729848861694]",2025-05-10
2025-05-09 14:17:18+00:00,"Pak @prabowo   Ini makan bergizi, atau makanan beracun.   Makan siang gratis ngak jelas..cuman bikin susah anak2",pak ini makan bergizi atau makanan beracun makan siang gratis ngak jelascuman bikin susah anak,pak ini makan bergizi atau makanan beracun makan siang gratis enggak jelascuman bikin susah anak,makan bergizi makanan beracun makan siang gratis jelascuman bikin susah anak,makan gizi makan racun makan siang gratis jelascuman bikin susah anak,"['makan', 'gizi', 'makan', 'racun', 'makan', 'siang', 'gratis', 'jelascuman', 'bikin', 'susah', 'anak']",negatif,"[0.001250438392162323, 0.04454316943883896, 0.9542064070701599]",2025-05-09
2025-05-09 10:14:47+00:00,"Benci banget gue sama Makan Bergizi Gratis tu 😭😭😭  Emak gue kemaren beli bebek panggang, terus dimasukin kulkas, nah gue sama adek gue udh nungguin emak gue pulang siang ini dan kita maksi pake bebek, ehhh taunya emak gue pulang bawa lauk MBG yg rada mau basi kocakkk",benci banget gue sama makan bergizi gratis tu emak gue kemaren beli bebek panggang terus dimasukin kulkas nah gue sama adek gue udh nungguin emak gue pulang siang ini dan kita maksi pake bebek ehhh taunya emak gue pulang bawa lauk mbg yg rada mau basi kocakkk,benci banget gue sama makan bergizi gratis itu emak gue kemarin beli bebek panggang terus dimasuki kulkas nah gue sama adek gue sudah menunggu emak gue pulang siang ini dan kita maksi pakai bebek eh taunya emak gue pulang bawa lauk makan bergizi gratis yang rada mau basi kocak,benci banget gue makan bergizi gratis emak gue kemarin beli bebek panggang dimasuki kulkas gue adek gue menunggu emak gue pulang siang maksi pakai bebek eh taunya emak gue pulang bawa lauk makan bergizi gratis rada basi kocak,benci banget gue makan gizi gratis emak gue kemarin beli bebek panggang masuk kulkas gue adek gue tunggu emak gue pulang siang maksi pakai bebek eh tau emak gue pulang bawa lauk makan gizi gratis rada basi kocak,"['benci', 'banget', 'gue', 'makan', 'gizi', 'gratis', 'emak', 'gue', 'kemarin', 'beli', 'bebek', 'panggang', 'masuk', 'kulkas', 'gue', 'adek', 'gue', 'tunggu', 'emak', 'gue', 'pulang', 'siang', 'maksi', 'pakai', 'bebek', 'eh', 'tau', 'emak', 'gue', 'pulang', 'bawa', 'lauk', 'makan', 'gizi', 'gratis', 'rada', 'basi', 'kocak']",negatif,"[0.00011633004032773897, 0.00010208925959886983, 0.9997815489768982]",2025-05-09
2025-05-09 06:54:45+00:00,"Pemerintah Indonesia akan menyempurnakan tata kelola makan bergizi gratis yang diusung Presiden Prabowo untuk memastikan pemerataan di seluruh daerah Indonesia. Demikian dikatakan Menteri Koordinator Bidang Pangan Zulkifli Hasan, Jumat (9/5) siang. 📸Fae #BeritaElshinta https://t.co/haSEKMNx47",pemerintah indonesia akan menyempurnakan tata kelola makan bergizi gratis yang diusung presiden prabowo untuk memastikan pemerataan di seluruh daerah indonesia demikian dikatakan menteri koordinator bidang pangan zulkifli hasan jumat siang fae,pemerintah indonesia akan menyempurnakan tata kelola makan bergizi gratis yang diusung presiden prabowo untuk memastikan pemerataan di seluruh daerah indonesia demikian dikatakan menteri koordinator bidang pangan zulkifli hasan jumat siang fae,pemerintah indonesia menyempurnakan tata kelola makan bergizi gratis diusung presiden prabowo pemerataan daerah indonesia menteri koordinator bidang pangan zulkifli hasan jumat siang fae,perintah indonesia sempurna tata kelola makan gizi gratis usung presiden prabowo perata daerah indonesia menteri koordinator bidang pangan zulkifli hasan jumat siang fae,"['perintah', 'indonesia', 'sempurna', 'tata', 'kelola', 'makan', 'gizi', 'gratis', 'usung', 'presiden', 'prabowo', 'perata', 'daerah', 'indonesia', 'menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'jumat', 'siang', 'fae']",netral,"[0.00023666162451263517, 0.999657392501831, 0.00010593746264930815]",2025-05-09
2025-05-09 05:59:34+00:00,itu soal makan siang bergizi gratis ke ibu hamil apa kabar soal nya kalo yg diinfoin yg rame di medsos sosmed kan kebanyakan di sekolah murid siswa,itu soal makan siang bergizi gratis ke ibu hamil apa kabar soal nya kalo yg diinfoin yg rame di medsos sosmed kan kebanyakan di sekolah murid siswa,itu soal makan siang bergizi gratis ke ibu hamil apa kabar soal nya kalo yang diinfoin yang rame di medsos sosmed kan kebanyakan di sekolah murid siswa,makan siang bergizi gratis hamil kabar nya kalo diinfoin rame medsos sosmed kebanyakan sekolah murid siswa,makan siang gizi gratis hamil kabar nya kalo diinfoin rame medsos sosmed banyak sekolah murid siswa,"['makan', 'siang', 'gizi', 'gratis', 'hamil', 'kabar', 'nya', 'kalo', 'diinfoin', 'rame', 'medsos', 'sosmed', 'banyak', 'sekolah', 'murid', 'siswa']",netral,"[0.0005925846053287387, 0.9984875917434692, 0.0009198300540447235]",2025-05-09
2025-05-09 03:34:05+00:00,yg begini gagal jadi presiden😭 makan siang gak bergizi gratis lebih penting dari pada pendidikan gratis di negara berkembang biak🥶,yg begini gagal jadi presiden makan siang gak bergizi gratis lebih penting dari pada pendidikan gratis di negara berkembang biak,yang begini gagal jadi presiden makan siang enggak bergizi gratis lebih penting dari pada pendidikan gratis di negara berkembang biak,gagal presiden makan siang bergizi gratis pendidikan gratis negara berkembang biak,gagal presiden makan siang gizi gratis didik gratis negara kembang biak,"['gagal', 'presiden', 'makan', 'siang', 'gizi', 'gratis', 'didik', 'gratis', 'negara', 'kembang', 'biak']",netral,"[0.0012586403172463179, 0.6645089387893677, 0.3342324495315552]",2025-05-09
2025-05-08 13:44:37+00:00,"@Berburudsknan Bangga jadi bagian dari negara BRICS dalam 6 bulan terakhir, investasi lokal naik, makin banyak anak sekolah dapet makan siang gratis yang bergizi #EnamBulanPemerintah",bangga jadi bagian dari negara brics dalam bulan terakhir investasi lokal naik makin banyak anak sekolah dapet makan siang gratis yang bergizi,bangga jadi bagian dari negara brics dalam bulan terakhir investasi lokal naik makin banyak anak sekolah dapat makan siang gratis yang bergizi,bangga negara brics investasi lokal anak sekolah makan siang gratis bergizi,bangga negara brics investasi lokal anak sekolah makan siang gratis gizi,"['bangga', 'negara', 'brics', 'investasi', 'lokal', 'anak', 'sekolah', 'makan', 'siang', 'gratis', 'gizi']",positif,"[0.9992914199829102, 0.0005032072658650577, 0.00020541665435303003]",2025-05-08
2025-05-08 12:10:30+00:00,"@SkeptisU @tanyakanrl dan makan siang gratis mereka itu masuk ke KESEHATAN, jadi fokus mereka ya kesehatan dan terbukti terlaksana dengan baik. lah di sini? makan bergizi gratis tapi saat pelaksanaannya malah jadi MAKAN BERACUN GRATIS😌 udah gitu presidennya malah nyalahin anak2 lagi😌 amboyyyy https://t.co/21P0Wh2FKg",dan makan siang gratis mereka itu masuk ke kesehatan jadi fokus mereka ya kesehatan dan terbukti terlaksana dengan baik lah di sini makan bergizi gratis tapi saat pelaksanaannya malah jadi makan beracun gratis udah gitu presidennya malah nyalahin anak lagi amboyyyy,dan makan siang gratis mereka itu masuk ke kesehatan jadi fokus mereka ya kesehatan dan terbukti terlaksana dengan baik lah di sini makan bergizi gratis tapi saat pelaksanaannya malah jadi makan beracun gratis sudah begitu presidennya malah menyalahkan anak lagi amboyyyy,makan siang gratis masuk kesehatan fokus ya kesehatan terbukti terlaksana makan bergizi gratis pelaksanaannya makan beracun gratis presidennya menyalahkan anak amboyyyy,makan siang gratis masuk sehat fokus ya sehat bukti laksana makan gizi gratis laksana makan racun gratis presiden salah anak amboyyyy,"['makan', 'siang', 'gratis', 'masuk', 'sehat', 'fokus', 'ya', 'sehat', 'bukti', 'laksana', 'makan', 'gizi', 'gratis', 'laksana', 'makan', 'racun', 'gratis', 'presiden', 'salah', 'anak', 'amboyyyy']",netral,"[0.007667347323149443, 0.9919546246528625, 0.0003780596307478845]",2025-05-08
2025-05-08 11:16:16+00:00,"@gamtenwg Makan bergizi cuma serebu bisa jalan, ini yg anggaran 10rb malah beracun Mending orang2 spt mereka2 ini yg didanai pemerintah buat ngurusi makan siang gratis Padahal makan pada pake tangan ngga ada yg keracunan",makan bergizi cuma serebu bisa jalan ini yg anggaran rb malah beracun mending orang spt mereka ini yg didanai pemerintah buat ngurusi makan siang gratis padahal makan pada pake tangan ngga ada yg keracunan,makan bergizi cuma serebu bisa jalan ini yang anggaran ribu malah beracun mending orang seperti mereka ini yang didanai pemerintah buat ngurusi makan siang gratis padahal makan pada pakai tangan enggak ada yang keracunan,makan bergizi serebu jalan anggaran ribu beracun mending orang didanai pemerintah ngurusi makan siang gratis makan pakai tangan keracunan,makan gizi rebu jalan anggar ribu racun mending orang dana perintah ngurusi makan siang gratis makan pakai tangan racun,"['makan', 'gizi', 'rebu', 'jalan', 'anggar', 'ribu', 'racun', 'mending', 'orang', 'dana', 'perintah', 'ngurusi', 'makan', 'siang', 'gratis', 'makan', 'pakai', 'tangan', 'racun']",negatif,"[4.9353275244357064e-05, 0.00017048238078132272, 0.9997801184654236]",2025-05-08
2025-05-08 07:48:45+00:00,"@Aby62734382 @ARSIPAJA Di kasih pendidikan gratis, milih makan siang bergizi gratis. Wkwkwk",di kasih pendidikan gratis milih makan siang bergizi gratis wkwkwk,di kasih pendidikan gratis memilih makan siang bergizi gratis wkwkwk,kasih pendidikan gratis memilih makan siang bergizi gratis wkwkwk,kasih didik gratis pilih makan siang gizi gratis wkwkwk,"['kasih', 'didik', 'gratis', 'pilih', 'makan', 'siang', 'gizi', 'gratis', 'wkwkwk']",netral,"[0.0005137294065207243, 0.9993793964385986, 0.00010681186540750787]",2025-05-08
2025-05-08 07:14:46+00:00,"Program Makan Bergizi Gratis bukan sekadar makan siang—ini adalah investasi masa depan. Anak sehat, pintar, dan bebas stunting adalah fondasi Indonesia Emas 2045. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/dh8KjNv5jG",program makan bergizi gratis bukan sekadar makan siangini adalah investasi masa depan anak sehat pintar dan bebas stunting adalah fondasi indonesia emas,program makan bergizi gratis bukan sekadar makan siangini adalah investasi masa depan anak sehat pintar dan bebas stunting adalah fondasi indonesia emas,program makan bergizi gratis makan siangini investasi anak sehat pintar bebas stunting fondasi indonesia emas,program makan gizi gratis makan siangini investasi anak sehat pintar bebas stunting fondasi indonesia emas,"['program', 'makan', 'gizi', 'gratis', 'makan', 'siangini', 'investasi', 'anak', 'sehat', 'pintar', 'bebas', 'stunting', 'fondasi', 'indonesia', 'emas']",netral,"[0.004387487657368183, 0.9954067468643188, 0.00020571183995343745]",2025-05-08
2025-05-08 05:22:12+00:00,Program Makan Siang Bergizi Gratis (MBG) sebagai langkah nyata untuk meningkatkan kesehatan dan kecerdasan generasi muda bangsa. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/Eo4psXg07p,program makan siang bergizi gratis mbg sebagai langkah nyata untuk meningkatkan kesehatan dan kecerdasan generasi muda bangsa,program makan siang bergizi gratis makan bergizi gratis sebagai langkah nyata untuk meningkatkan kesehatan dan kecerdasan generasi muda bangsa,program makan siang bergizi gratis makan bergizi gratis langkah nyata meningkatkan kesehatan kecerdasan generasi muda bangsa,program makan siang gizi gratis makan gizi gratis langkah nyata tingkat sehat cerdas generasi muda bangsa,"['program', 'makan', 'siang', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'langkah', 'nyata', 'tingkat', 'sehat', 'cerdas', 'generasi', 'muda', 'bangsa']",netral,"[0.03879314288496971, 0.9609474539756775, 0.0002594904217403382]",2025-05-08
